255,1/12/2019,9:59,B,172.168.1.8
23,1/12/2019,10:16,B,172.168.1.8
255,1/12/2019,17:29,B,172.168.1.8
121,2/12/2019,6:54,B,172.168.1.8
287,2/12/2019,6:54,B,172.168.1.8
214,2/12/2019,7:24,B,172.168.1.8
126,2/12/2019,7:40,B,172.168.1.8
119,2/12/2019,7:40,B,172.168.1.8
125,2/12/2019,7:43,B,172.168.1.8
215,2/12/2019,7:43,B,172.168.1.8
299,2/12/2019,7:50,B,172.168.1.8
52,2/12/2019,7:53,B,172.168.1.8
209,2/12/2019,7:57,B,172.168.1.8
204,2/12/2019,7:58,B,172.168.1.8
300,2/12/2019,8:01,B,172.168.1.8
208,2/12/2019,8:07,B,172.168.1.8
301,2/12/2019,8:13,B,172.168.1.8
255,2/12/2019,8:14,B,172.168.1.8
260,2/12/2019,8:17,B,172.168.1.8
205,2/12/2019,8:22,B,172.168.1.8
14,2/12/2019,8:42,B,172.168.1.8
309,2/12/2019,8:44,B,172.168.1.8
73,2/12/2019,8:46,B,172.168.1.8
216,2/12/2019,8:47,B,172.168.1.8
115,2/12/2019,8:52,B,172.168.1.8
213,2/12/2019,8:59,B,172.168.1.8
18,2/12/2019,9:00,B,172.168.1.8
120,2/12/2019,9:02,B,172.168.1.8
25,2/12/2019,9:09,B,172.168.1.8
303,2/12/2019,9:13,B,172.168.1.8
303,2/12/2019,9:13,B,172.168.1.8
23,2/12/2019,9:15,B,172.168.1.8
51,2/12/2019,9:15,B,172.168.1.8
64,2/12/2019,9:22,B,172.168.1.8
20,2/12/2019,9:24,B,172.168.1.8
122,2/12/2019,9:34,B,172.168.1.8
123,2/12/2019,9:34,B,172.168.1.8
290,2/12/2019,9:35,B,172.168.1.8
35,2/12/2019,9:41,B,172.168.1.8
202,2/12/2019,9:43,B,172.168.1.8
28,2/12/2019,9:43,B,172.168.1.8
203,2/12/2019,9:48,B,172.168.1.8
203,2/12/2019,9:48,B,172.168.1.8
271,2/12/2019,9:49,B,172.168.1.8
112,2/12/2019,9:49,B,172.168.1.8
256,2/12/2019,9:50,B,172.168.1.8
206,2/12/2019,9:50,B,172.168.1.8
283,2/12/2019,9:53,B,172.168.1.8
201,2/12/2019,9:54,B,172.168.1.8
110,2/12/2019,9:57,B,172.168.1.8
109,2/12/2019,9:57,B,172.168.1.8
114,2/12/2019,9:57,B,172.168.1.8
310,2/12/2019,10:02,B,172.168.1.8
297,2/12/2019,10:05,B,172.168.1.8
24,2/12/2019,10:06,B,172.168.1.8
116,2/12/2019,10:07,B,172.168.1.8
72,2/12/2019,10:11,B,172.168.1.8
258,2/12/2019,10:12,B,172.168.1.8
289,2/12/2019,10:12,B,172.168.1.8
127,2/12/2019,10:16,B,172.168.1.8
5,2/12/2019,10:20,B,172.168.1.8
22,2/12/2019,10:22,B,172.168.1.8
36,2/12/2019,10:26,B,172.168.1.8
293,2/12/2019,10:28,B,172.168.1.8
117,2/12/2019,10:33,B,172.168.1.8
26,2/12/2019,10:36,B,172.168.1.8
8,2/12/2019,10:37,B,172.168.1.8
21,2/12/2019,10:44,B,172.168.1.8
106,2/12/2019,10:50,B,172.168.1.8
1,2/12/2019,11:01,B,172.168.1.8
251,2/12/2019,11:10,B,172.168.1.8
37,2/12/2019,11:11,B,172.168.1.8
29,2/12/2019,11:16,B,172.168.1.8
9,2/12/2019,11:27,B,172.168.1.8
27,2/12/2019,11:31,B,172.168.1.8
255,1/12/2019,9:59,B,172.168.1.8
23,1/12/2019,10:16,B,172.168.1.8
255,1/12/2019,17:29,B,172.168.1.8
121,2/12/2019,6:54,B,172.168.1.8
287,2/12/2019,6:54,B,172.168.1.8
214,2/12/2019,7:24,B,172.168.1.8
126,2/12/2019,7:40,B,172.168.1.8
119,2/12/2019,7:40,B,172.168.1.8
125,2/12/2019,7:43,B,172.168.1.8
215,2/12/2019,7:43,B,172.168.1.8
299,2/12/2019,7:50,B,172.168.1.8
52,2/12/2019,7:53,B,172.168.1.8
209,2/12/2019,7:57,B,172.168.1.8
204,2/12/2019,7:58,B,172.168.1.8
300,2/12/2019,8:01,B,172.168.1.8
208,2/12/2019,8:07,B,172.168.1.8
301,2/12/2019,8:13,B,172.168.1.8
255,2/12/2019,8:14,B,172.168.1.8
260,2/12/2019,8:17,B,172.168.1.8
205,2/12/2019,8:22,B,172.168.1.8
14,2/12/2019,8:42,B,172.168.1.8
309,2/12/2019,8:44,B,172.168.1.8
73,2/12/2019,8:46,B,172.168.1.8
216,2/12/2019,8:47,B,172.168.1.8
115,2/12/2019,8:52,B,172.168.1.8
213,2/12/2019,8:59,B,172.168.1.8
18,2/12/2019,9:00,B,172.168.1.8
120,2/12/2019,9:02,B,172.168.1.8
25,2/12/2019,9:09,B,172.168.1.8
303,2/12/2019,9:13,B,172.168.1.8
303,2/12/2019,9:13,B,172.168.1.8
23,2/12/2019,9:15,B,172.168.1.8
51,2/12/2019,9:15,B,172.168.1.8
64,2/12/2019,9:22,B,172.168.1.8
20,2/12/2019,9:24,B,172.168.1.8
122,2/12/2019,9:34,B,172.168.1.8
123,2/12/2019,9:34,B,172.168.1.8
290,2/12/2019,9:35,B,172.168.1.8
35,2/12/2019,9:41,B,172.168.1.8
202,2/12/2019,9:43,B,172.168.1.8
28,2/12/2019,9:43,B,172.168.1.8
203,2/12/2019,9:48,B,172.168.1.8
203,2/12/2019,9:48,B,172.168.1.8
271,2/12/2019,9:49,B,172.168.1.8
112,2/12/2019,9:49,B,172.168.1.8
256,2/12/2019,9:50,B,172.168.1.8
206,2/12/2019,9:50,B,172.168.1.8
283,2/12/2019,9:53,B,172.168.1.8
201,2/12/2019,9:54,B,172.168.1.8
110,2/12/2019,9:57,B,172.168.1.8
109,2/12/2019,9:57,B,172.168.1.8
114,2/12/2019,9:57,B,172.168.1.8
310,2/12/2019,10:02,B,172.168.1.8
297,2/12/2019,10:05,B,172.168.1.8
24,2/12/2019,10:06,B,172.168.1.8
116,2/12/2019,10:07,B,172.168.1.8
72,2/12/2019,10:11,B,172.168.1.8
258,2/12/2019,10:12,B,172.168.1.8
289,2/12/2019,10:12,B,172.168.1.8
127,2/12/2019,10:16,B,172.168.1.8
5,2/12/2019,10:20,B,172.168.1.8
22,2/12/2019,10:22,B,172.168.1.8
36,2/12/2019,10:26,B,172.168.1.8
293,2/12/2019,10:28,B,172.168.1.8
117,2/12/2019,10:33,B,172.168.1.8
26,2/12/2019,10:36,B,172.168.1.8
8,2/12/2019,10:37,B,172.168.1.8
21,2/12/2019,10:44,B,172.168.1.8
106,2/12/2019,10:50,B,172.168.1.8
1,2/12/2019,11:01,B,172.168.1.8
251,2/12/2019,11:10,B,172.168.1.8
37,2/12/2019,11:11,B,172.168.1.8
29,2/12/2019,11:16,B,172.168.1.8
9,2/12/2019,11:27,B,172.168.1.8
27,2/12/2019,11:31,B,172.168.1.8
37,2/12/2019,12:42,B,172.168.1.8
215,2/12/2019,12:55,B,172.168.1.8
216,2/12/2019,12:56,B,172.168.1.8
214,2/12/2019,12:56,B,172.168.1.8
209,2/12/2019,13:03,B,172.168.1.8
208,2/12/2019,13:05,B,172.168.1.8
301,2/12/2019,13:25,B,172.168.1.8
213,2/12/2019,13:25,B,172.168.1.8
204,2/12/2019,13:25,B,172.168.1.8
205,2/12/2019,13:31,B,172.168.1.8
205,2/12/2019,13:31,B,172.168.1.8
309,2/12/2019,14:04,B,172.168.1.8
51,2/12/2019,14:08,B,172.168.1.8
202,2/12/2019,14:45,B,172.168.1.8
206,2/12/2019,14:55,B,172.168.1.8
203,2/12/2019,14:55,B,172.168.1.8
201,2/12/2019,14:55,B,172.168.1.8
303,2/12/2019,15:03,B,172.168.1.8
35,2/12/2019,15:04,B,172.168.1.8
121,2/12/2019,15:20,B,172.168.1.8
64,2/12/2019,15:36,B,172.168.1.8
73,2/12/2019,15:43,B,172.168.1.8
72,2/12/2019,15:45,B,172.168.1.8
126,2/12/2019,15:50,B,172.168.1.8
